City,Season,Trip_Days,Flight_Type,Distance_km,Hotel_Class,Daily_Hotel_Cost,Daily_Food_Cost,Transport_Mode,Daily_Transport_Cost,Activities_Count,Shopping_Cost,Total_Trip_Cost,Cost_Category
London,Monsoon,8,Economy,1224.1,Budget,2028.83,780.88,Private Car,888.11,4,1133.13,41348.16,Mid-range
Goa,Off-Season,15,Business,11855.2,Luxury,2408.34,1728.97,Rideshare,169.25,3,20937.33,382226.12,Luxury
Kuala Lumpur,Peak,14,First,9992.6,Luxury,5206.65,1928.68,Rideshare,275.61,6,6904.48,739271.94,Luxury
Kuala Lumpur,Winter,12,First,6857.0,Standard,6991.11,1127.68,Private Car,450.78,4,6162.41,284089.21,Luxury
Dubai,Off-Season,13,Premium Economy,8671.5,Budget,7105.67,1747.81,Public,1454.19,3,9712.81,223736.18,Luxury
London,Off-Season,18,Economy,8767.6,Premium,3749.76,1835.81,Rideshare,601.66,0,15263.27,317448.38,Luxury
,,4,,5703.9,,,861.93,Taxi,876.16,8,,196049.5,Luxury
Istanbul,Holiday,9,First,10503.2,Premium,5899.89,460.42,Private Car,1194.42,9,11295.33,363731.63,Luxury
Goa,Monsoon,20,First,534.0,Budget,1406.08,641.65,Public,361.22,9,19543.24,154669.14,Luxury
Istanbul,Winter,6,Economy,11312.5,Luxury,3741.77,1900.28,Taxi,1338.28,7,9549.11,112846.88,Luxury
Istanbul,Monsoon,2,First,11071.9,Standard,6413.42,381.01,Rideshare,1231.09,2,11322.74,72035.14,Mid-range
Bangkok,Holiday,10,Premium Economy,4683.5,Premium,2327.74,1172.22,Public,1101.37,3,19451.59,164384.73,Luxury
London,Monsoon,9,First,1306.7,Budget,1555.36,1274.12,Private Car,575.16,0,24426.04,162430.93,Luxury
Goa,Off-Season,17,Business,1220.9,Budget,7978.8,521.24,Private Car,188.77,11,13640.74,234018.68,Luxury
,,7,,2475.8,,,1196.14,Rideshare,1414.68,4,,113115.3,Luxury
Bangkok,Holiday,19,Premium Economy,1707.2,Budget,2537.74,414.65,Public,568.87,3,20615.81,118131.2,Luxury
Goa,Peak,16,Economy,11579.3,Budget,6804.23,478.04,Rideshare,958.27,10,10937.3,235188.73,Luxury
London,Off-Season,8,Premium Economy,6969.7,Standard,4260.06,1719.36,Taxi,553.9,8,11595.33,159174.08,Luxury
Dubai,Peak,6,Economy,871.2,Budget,5524.94,377.05,Private Car,172.0,10,24261.4,111258.89,Luxury
London,Winter,12,Economy,3090.7,Budget,7834.69,1620.65,Rideshare,1040.5,6,24151.52,279345.65,Luxury
,,19,,9252.9,,,1405.26,Public,1399.57,11,,211432.72,Luxury
London,Off-Season,19,Premium Economy,11079.3,Budget,7957.95,1957.95,Taxi,553.48,7,21211.22,435223.71,Luxury
Bangkok,Monsoon,14,Economy,8278.6,Standard,2147.69,1900.47,Private Car,1041.54,5,17017.24,64238.83,Mid-range
Goa,Holiday,19,Premium Economy,2101.8,Premium,1204.39,209.56,Public,873.56,3,14360.37,143014.53,Luxury
Kuala Lumpur,Holiday,6,Economy,741.8,Premium,997.48,320.42,Taxi,1481.22,10,7710.59,63968.99,Mid-range
Dubai,Holiday,9,Economy,3123.4,Luxury,5244.73,1607.21,Private Car,972.05,2,1573.68,257602.92,Luxury
Goa,Off-Season,7,Economy,986.4,Luxury,7386.03,1759.05,Public,343.91,0,3111.35,117696.9,Luxury
Dubai,Winter,17,Premium Economy,6488.8,Luxury,5135.13,1470.11,Public,1005.54,0,9484.84,527243.67,Luxury
Dubai,Monsoon,15,Premium Economy,6389.8,Standard,5666.66,264.27,Private Car,340.68,9,14524.54,196888.62,Luxury
Bangkok,Winter,13,First,11001.6,Luxury,3614.48,1327.01,Public,1170.4,9,2656.83,622898.03,Luxury
Goa,Winter,14,First,10833.7,Luxury,1454.61,858.57,Rideshare,346.42,7,11679.5,446755.29,Luxury
Goa,Winter,15,Economy,6011.5,Budget,3621.59,1399.62,Rideshare,1457.18,0,24465.52,146580.21,Luxury
Istanbul,Monsoon,17,Business,10488.9,Budget,7783.24,1029.94,Private Car,667.01,6,9870.05,169842.88,Luxury
Kuala Lumpur,Off-Season,15,Business,4216.6,Premium,5741.58,1230.05,Taxi,616.1,11,15076.25,247080.17,Luxury
London,Holiday,14,Business,2160.8,Premium,2028.09,914.47,Public,1308.16,8,15289.36,491059.83,Luxury
Kuala Lumpur,Peak,16,Economy,11735.2,Premium,5829.61,795.47,Public,1205.26,2,23221.85,261195.53,Luxury
London,Peak,10,Business,11636.9,Premium,857.2,1463.85,Private Car,664.33,8,8634.63,317014.63,Luxury
Dubai,Off-Season,16,Business,10996.0,Luxury,2231.73,1819.36,Rideshare,1499.78,5,8.44,492455.55,Luxury
London,Winter,10,First,5344.5,Budget,4317.82,1871.36,Rideshare,791.78,11,5080.53,432201.9,Luxury
Kuala Lumpur,Holiday,16,Economy,4492.5,Luxury,2785.12,1086.77,Private Car,1435.72,2,8803.98,201021.1,Luxury
,,20,,5034.2,,,1103.81,Rideshare,316.04,10,,157668.74,Luxury
London,Peak,13,Economy,10796.8,Standard,1005.93,1267.59,Public,1321.61,0,7119.41,158771.7,Luxury
Goa,Monsoon,14,Premium Economy,3697.4,Luxury,1006.47,919.16,Taxi,564.89,1,12400.91,116610.59,Luxury
Kuala Lumpur,Holiday,10,Economy,8456.7,Luxury,3527.69,1988.76,Taxi,759.55,0,20178.88,156379.15,Luxury
Istanbul,Winter,19,Business,5763.9,Budget,6780.1,1388.25,Taxi,1384.25,2,11966.04,245034.56,Luxury
Kuala Lumpur,Off-Season,8,Business,8721.8,Budget,7771.53,1932.16,Taxi,957.87,0,13163.41,124916.48,Luxury
Goa,Holiday,1,Premium Economy,3677.4,Premium,2770.93,1386.6,Taxi,88.27,5,13227.62,61968.62,Mid-range
Goa,Off-Season,3,Economy,10082.2,Luxury,6297.64,1033.93,Taxi,249.58,10,21005.75,130813.39,Luxury
London,Monsoon,11,Premium Economy,8494.8,Budget,2021.97,328.72,Taxi,1152.95,11,9200.54,106283.92,Luxury
Kuala Lumpur,Holiday,3,Economy,3935.7,Luxury,2827.28,465.71,Private Car,1222.61,7,14981.35,97657.44,Luxury
Dubai,Off-Season,18,Economy,9708.3,Luxury,7024.33,1186.12,Taxi,713.61,7,8793.36,436376.38,Luxury
Kuala Lumpur,Winter,13,First,5137.1,Premium,5215.57,1329.29,Public,1164.48,3,1581.7,389880.23,Luxury
Istanbul,Monsoon,11,Premium Economy,1389.2,Budget,6917.21,972.68,Private Car,997.24,10,1662.28,63500.38,Mid-range
Goa,Peak,2,Business,910.9,Budget,5003.22,1757.38,Public,1013.54,7,524.13,74198.19,Mid-range
Goa,Off-Season,4,Premium Economy,7531.9,Premium,5117.57,654.4,Public,1093.01,0,21121.91,106048.05,Luxury
Dubai,Monsoon,15,Business,7057.9,Budget,3144.7,1689.05,Private Car,639.71,4,12006.03,184225.33,Luxury
Goa,Monsoon,7,Premium Economy,3383.4,Luxury,6798.39,294.38,Rideshare,1133.92,3,18831.31,165884.58,Luxury
Goa,Monsoon,6,First,9701.9,Budget,7252.37,456.89,Taxi,737.13,2,15869.36,144943.8,Luxury
Kuala Lumpur,Off-Season,13,Business,10132.4,Budget,3033.24,837.36,Rideshare,1027.39,7,8686.26,98840.39,Luxury
Kuala Lumpur,Monsoon,8,Economy,1249.7,Budget,6801.4,559.41,Public,972.64,3,5267.87,41448.32,Mid-range
Goa,Off-Season,7,First,5564.8,Standard,6094.89,1369.58,Rideshare,716.13,5,12476.71,204585.53,Luxury
Dubai,Peak,17,First,8735.3,Luxury,5715.63,1891.16,Private Car,1025.32,2,23084.27,800000.0,Luxury
Kuala Lumpur,Monsoon,9,Premium Economy,554.2,Premium,3014.06,852.66,Rideshare,53.25,3,8390.07,46399.13,Mid-range
London,Winter,8,Premium Economy,3358.8,Standard,3449.98,659.75,Private Car,1030.37,3,17764.46,173306.67,Luxury
London,Peak,9,Business,10946.3,Premium,6288.49,349.23,Taxi,852.56,0,15395.17,634042.41,Luxury
London,Peak,4,Economy,3634.7,Standard,2889.42,425.72,Private Car,269.93,11,15483.32,110172.97,Luxury
Dubai,Winter,11,First,7302.5,Budget,4018.47,878.34,Taxi,163.77,5,23680.11,306943.04,Luxury
Goa,Peak,5,First,1448.3,Luxury,5095.51,976.88,Taxi,921.49,11,7699.63,421774.73,Luxury
Istanbul,Off-Season,3,First,5081.3,Luxury,6561.62,1887.57,Public,366.4,9,23404.89,239582.34,Luxury
Istanbul,Holiday,20,Business,6161.5,Luxury,4167.35,989.43,Private Car,1227.62,7,7103.16,451431.59,Luxury
Kuala Lumpur,Holiday,1,Business,9450.7,Luxury,4703.65,536.97,Rideshare,841.8,0,18514.66,146742.38,Luxury
Goa,Winter,14,Economy,4501.6,Standard,2963.24,611.27,Taxi,368.69,5,11135.05,107218.96,Luxury
Bangkok,Peak,7,First,6089.5,Luxury,3726.65,1605.84,Private Car,473.23,2,13130.77,379525.7,Luxury
Istanbul,Monsoon,8,Business,8817.5,Standard,5037.48,1217.68,Public,264.04,2,14101.75,75273.73,Mid-range
Goa,Winter,16,Business,6959.5,Premium,6410.52,1460.2,Rideshare,389.7,3,12360.54,470735.17,Luxury
London,Holiday,8,Business,2124.7,Budget,4260.46,1150.08,Private Car,1390.82,2,19007.62,245061.55,Luxury
Dubai,Off-Season,14,Premium Economy,5802.1,Budget,5284.39,842.08,Rideshare,270.84,1,17316.42,137120.55,Luxury
London,Holiday,11,Premium Economy,7347.8,Standard,1099.69,1221.21,Private Car,326.69,0,2701.0,107270.47,Luxury
London,Holiday,9,Premium Economy,2897.6,Standard,4071.45,1646.35,Public,1341.72,3,17843.37,266886.14,Luxury
Istanbul,Holiday,10,Premium Economy,11484.5,Standard,6240.88,1547.97,Public,198.98,7,717.05,134937.39,Luxury
Kuala Lumpur,Winter,10,Business,11162.0,Standard,7523.15,1396.72,Private Car,414.24,10,9999.23,216936.73,Luxury
,,10,,2541.0,,,905.77,Public,173.01,11,,167368.11,Luxury
Goa,Winter,10,First,10228.6,Luxury,820.57,1201.06,Taxi,1004.69,8,20150.75,492941.29,Luxury
London,Off-Season,20,Premium Economy,7428.1,Standard,3654.18,1757.04,Rideshare,361.4,10,11964.46,301829.68,Luxury
Goa,Holiday,3,Economy,5392.3,Standard,6713.32,454.01,Rideshare,1193.05,7,20668.86,90046.66,Luxury
London,Monsoon,20,Premium Economy,9872.5,Luxury,2706.47,585.2,Private Car,925.67,5,17659.4,418394.26,Luxury
London,Holiday,15,Premium Economy,10716.9,Premium,5468.56,910.79,Public,469.51,0,12766.76,476414.32,Luxury
London,Off-Season,20,Business,6966.1,Budget,3479.41,1982.86,Public,1086.64,7,10574.33,389080.27,Luxury
Kuala Lumpur,Monsoon,18,First,8003.3,Standard,3557.79,1595.31,Rideshare,1028.24,4,3328.92,201323.18,Luxury
Bangkok,Monsoon,17,Business,7824.4,Standard,4330.83,469.12,Private Car,724.15,6,4557.2,162312.98,Luxury
Goa,Monsoon,6,Premium Economy,8325.6,Budget,2291.96,1681.71,Public,1425.1,6,18166.02,64419.52,Mid-range
Kuala Lumpur,Off-Season,11,Business,8022.0,Budget,5043.11,461.99,Public,405.29,11,8282.47,126055.49,Luxury
London,Holiday,14,Premium Economy,1158.2,Budget,2263.81,469.4,Taxi,569.69,10,6345.88,171877.06,Luxury
Dubai,Peak,8,Business,8469.6,Budget,4829.42,1942.19,Private Car,246.0,8,10182.41,272964.35,Luxury
London,Monsoon,18,Business,6099.7,Premium,4474.15,568.51,Rideshare,622.22,9,6801.34,474407.68,Luxury
Dubai,Off-Season,1,Economy,1033.2,Premium,7165.86,1320.48,Public,1075.08,0,3663.45,26626.29,Budget
Kuala Lumpur,Monsoon,12,Economy,9818.1,Standard,3411.87,495.69,Taxi,816.26,4,10335.93,62104.2,Mid-range
Dubai,Off-Season,10,Premium Economy,2526.6,Luxury,815.85,918.01,Taxi,293.65,4,12491.61,134806.66,Luxury
Kuala Lumpur,Monsoon,8,Premium Economy,357.5,Standard,3105.5,422.45,Taxi,944.06,6,23042.3,48336.73,Mid-range
Dubai,Winter,1,Economy,8059.4,Standard,7610.54,377.03,Rideshare,486.72,8,17222.93,63329.75,Mid-range
London,Peak,13,Economy,10498.7,Budget,3532.56,1275.87,Public,275.17,7,954.71,168830.2,Luxury
Goa,Off-Season,10,First,919.7,Premium,3696.13,1447.33,Rideshare,935.86,2,7705.17,242016.86,Luxury
Kuala Lumpur,Holiday,20,Economy,9177.1,Budget,4228.86,1231.51,Public,474.48,5,16179.74,140949.52,Luxury
London,Holiday,7,First,2496.1,Budget,1861.0,1001.86,Private Car,687.68,6,10648.02,246310.56,Luxury
Dubai,Off-Season,8,Business,5761.8,Standard,3424.0,1211.94,Rideshare,326.05,8,20620.42,156752.95,Luxury
Istanbul,Monsoon,11,Premium Economy,4913.2,Luxury,1722.64,672.56,Private Car,116.73,5,9168.63,71267.1,Mid-range
Goa,Peak,9,Business,8148.5,Standard,2135.63,396.61,Taxi,365.06,7,3723.07,147181.66,Luxury
Goa,Holiday,14,Economy,5958.7,Premium,2493.53,887.84,Public,551.77,7,20306.67,165130.33,Luxury
Kuala Lumpur,Monsoon,2,Premium Economy,372.2,Standard,3647.07,216.42,Private Car,294.92,3,4080.31,17745.81,Budget
Bangkok,Peak,1,First,6944.3,Premium,4745.65,783.11,Rideshare,684.62,4,19283.41,217264.12,Luxury
Dubai,Winter,8,Economy,698.7,Premium,5482.82,1738.47,Public,1248.44,4,24034.08,201275.01,Luxury
Bangkok,Monsoon,20,First,7942.4,Budget,1619.01,1507.29,Taxi,412.73,10,14549.75,185720.5,Luxury
Istanbul,Winter,6,Business,9746.5,Premium,4113.09,1559.39,Rideshare,812.95,9,16238.0,135193.62,Luxury
Istanbul,Holiday,10,Economy,9282.6,Luxury,929.6,1901.06,Rideshare,884.75,3,8662.5,96936.56,Luxury
Bangkok,Off-Season,12,First,9121.8,Luxury,7626.17,1910.09,Public,406.37,2,23940.53,654594.45,Luxury
Dubai,Winter,17,Premium Economy,4901.2,Budget,2056.17,517.46,Taxi,386.5,7,11822.95,143063.5,Luxury
Dubai,Peak,19,First,6424.4,Standard,5850.36,379.13,Private Car,1418.81,9,24552.68,800000.0,Luxury
Goa,Peak,15,Premium Economy,9050.9,Budget,3550.89,1018.38,Rideshare,1416.22,8,19375.53,214871.31,Luxury
Dubai,Off-Season,12,Premium Economy,6676.6,Premium,6938.11,1801.99,Private Car,1084.06,5,11268.96,294422.66,Luxury
Kuala Lumpur,Holiday,14,First,9061.2,Premium,4798.07,387.57,Taxi,174.43,10,7579.32,423021.49,Luxury
London,Holiday,12,Premium Economy,5581.7,Budget,2840.65,813.13,Rideshare,1452.54,5,14313.24,207009.57,Luxury
Kuala Lumpur,Peak,16,Premium Economy,6277.0,Luxury,4681.05,1352.46,Public,826.0,9,4197.95,359218.83,Luxury
Istanbul,Off-Season,10,Economy,9961.0,Premium,7922.99,581.48,Rideshare,914.46,4,21736.42,111849.28,Luxury
London,Holiday,15,First,4480.1,Budget,6921.16,732.29,Taxi,299.19,3,18472.66,723780.72,Luxury
,,20,,6754.9,,,724.85,Rideshare,1197.54,2,,167203.63,Luxury
Dubai,Off-Season,17,Business,7663.0,Standard,7889.54,266.55,Rideshare,1091.86,8,3800.41,434138.06,Luxury
London,Holiday,11,Premium Economy,8602.4,Standard,6735.29,1735.51,Public,265.69,2,8506.3,336114.17,Luxury
Dubai,Winter,20,Economy,10885.6,Budget,6632.23,1421.89,Public,119.38,6,18160.31,296348.3,Luxury
Bangkok,Off-Season,5,First,2130.7,Premium,4523.75,393.87,Public,1254.85,8,13754.63,179038.44,Luxury
Bangkok,Peak,9,Premium Economy,678.5,Standard,3007.38,1782.29,Private Car,856.28,10,24149.82,121940.27,Luxury
London,Monsoon,7,Economy,9593.2,Premium,5512.65,1615.84,Private Car,952.01,1,11511.56,166077.63,Luxury
Kuala Lumpur,Peak,18,Business,8322.5,Premium,5946.61,515.52,Public,1113.13,5,16652.54,451906.6,Luxury
Bangkok,Holiday,12,Economy,9341.7,Luxury,2394.89,235.74,Private Car,1283.76,5,14746.12,174965.43,Luxury
Bangkok,Off-Season,18,Economy,746.3,Luxury,5457.8,1673.25,Private Car,1256.44,6,15767.67,266555.56,Luxury
Dubai,Off-Season,11,First,9845.8,Standard,3568.58,339.59,Taxi,635.9,1,1761.94,215945.13,Luxury
London,Off-Season,5,Economy,2126.8,Standard,7940.52,1273.55,Private Car,98.46,2,1062.72,86690.37,Mid-range
Dubai,Winter,5,First,1607.1,Premium,4831.83,527.96,Public,371.87,5,7659.22,282628.01,Luxury
London,Holiday,14,Premium Economy,2392.8,Premium,3163.33,1499.0,Private Car,160.48,9,1247.0,285390.41,Luxury
Istanbul,Monsoon,15,Economy,11197.1,Premium,5713.48,481.08,Rideshare,863.17,0,4256.08,83707.51,Mid-range
Istanbul,Monsoon,2,Premium Economy,3144.8,Luxury,3478.38,1386.12,Private Car,466.14,10,9965.72,39446.29,Mid-range
Kuala Lumpur,Holiday,7,Premium Economy,1862.2,Premium,7210.4,1733.73,Rideshare,1479.21,4,13049.07,158470.72,Luxury
Kuala Lumpur,Winter,8,Premium Economy,2419.4,Standard,3656.97,1285.73,Rideshare,333.16,9,4990.13,76045.12,Mid-range
Bangkok,Off-Season,12,First,10255.2,Luxury,3122.72,333.11,Taxi,1185.82,8,16684.13,380846.46,Luxury
Goa,Off-Season,17,Business,2454.3,Standard,2501.22,788.4,Private Car,1456.0,9,16850.02,179115.14,Luxury
London,Winter,9,Economy,2968.8,Standard,4813.46,1262.55,Taxi,460.83,4,4590.03,162008.67,Luxury
Istanbul,Off-Season,17,Economy,3258.8,Standard,6364.15,800.28,Public,962.45,3,19150.56,107807.37,Luxury
Goa,Holiday,18,First,648.3,Luxury,6927.97,1680.14,Private Car,1304.25,1,16601.85,800000.0,Luxury
Istanbul,Monsoon,6,Economy,11992.8,Premium,7247.32,262.5,Taxi,1081.37,9,3626.87,66618.43,Mid-range
Bangkok,Off-Season,3,Business,7054.4,Budget,3144.22,1344.9,Rideshare,824.03,7,21986.14,80828.57,Mid-range
Dubai,Off-Season,3,Economy,5816.4,Standard,3252.13,1543.89,Taxi,1040.69,8,20972.89,80186.69,Mid-range
Dubai,Peak,1,Business,4688.7,Luxury,7411.02,314.99,Public,686.75,1,24676.75,257835.13,Luxury
Kuala Lumpur,Holiday,13,First,10817.1,Luxury,5944.58,1037.67,Public,1076.02,8,702.71,678477.48,Luxury
London,Winter,2,First,10865.4,Luxury,1388.12,795.45,Public,1486.26,6,3351.23,269101.75,Luxury
London,Holiday,15,First,3655.7,Standard,6204.8,1519.36,Taxi,392.81,11,9454.91,796298.12,Luxury
London,Peak,8,First,3169.3,Budget,1618.21,1904.12,Taxi,488.33,1,11796.42,277041.36,Luxury
Istanbul,Monsoon,7,First,5156.5,Budget,1541.91,1594.65,Public,1174.8,10,24104.0,88241.91,Mid-range
Goa,Holiday,13,Business,8537.0,Standard,4001.5,757.62,Taxi,276.32,8,2809.8,232900.15,Luxury
Bangkok,Off-Season,13,Business,10570.9,Standard,4812.23,942.4,Taxi,357.98,5,7657.1,177047.8,Luxury
Kuala Lumpur,Monsoon,17,Economy,6918.6,Premium,1702.52,427.58,Rideshare,530.25,4,17949.51,67950.98,Mid-range
,,5,,7180.7,,,1143.06,Private Car,115.56,1,,165848.73,Luxury
Kuala Lumpur,Winter,14,Premium Economy,9984.2,Premium,7448.19,1753.26,Private Car,393.58,2,6319.13,277570.15,Luxury
Dubai,Holiday,8,First,2981.5,Luxury,1844.33,752.28,Public,626.74,3,4353.02,364098.99,Luxury
Goa,Peak,3,Economy,9491.1,Premium,3919.55,335.02,Rideshare,590.65,11,85.23,70395.12,Mid-range
London,Winter,17,Economy,8321.3,Budget,7150.29,1678.53,Private Car,1276.12,10,14860.97,354328.31,Luxury
Istanbul,Monsoon,7,Business,11883.0,Budget,7549.21,1602.72,Taxi,234.68,6,10133.68,77791.48,Mid-range
Kuala Lumpur,Off-Season,1,Economy,55.5,Luxury,1744.52,1408.15,Taxi,392.48,8,1262.49,15214.02,Budget
Dubai,Monsoon,17,First,3455.5,Luxury,56964.24,1007.13,Private Car,973.91,7,4942.41,800000.0,Luxury
Istanbul,Peak,4,First,5836.1,Budget,7521.59,641.23,Private Car,91.78,4,600.69,81251.33,Mid-range
Bangkok,Monsoon,16,Business,470.4,Luxury,5303.17,238.62,Taxi,443.75,4,18848.55,282422.65,Luxury
Bangkok,Winter,10,Business,11338.2,Budget,2469.2,1803.77,Public,1319.0,5,21987.94,170374.58,Luxury
Bangkok,Monsoon,18,First,2556.5,Luxury,4038.45,1955.01,Private Car,1236.59,4,16766.01,541012.69,Luxury
Kuala Lumpur,Off-Season,9,Economy,6726.7,Premium,3207.67,934.38,Public,1305.5,2,18715.5,85276.25,Mid-range
Istanbul,Peak,6,Premium Economy,11028.5,Premium,7125.14,1218.05,Rideshare,452.37,7,1638.25,125072.21,Luxury
Dubai,Off-Season,16,Economy,3171.0,Luxury,4982.67,969.47,Rideshare,650.77,5,19432.27,311237.55,Luxury
London,Winter,2,Economy,9473.8,Budget,3214.82,824.8,Taxi,1471.51,6,23789.57,112425.2,Luxury
Kuala Lumpur,Off-Season,6,Business,10410.1,Standard,6491.03,970.87,Taxi,621.09,11,17542.84,113505.45,Luxury
Kuala Lumpur,Winter,6,First,4117.9,Premium,3861.24,781.84,Private Car,1134.49,5,11469.25,192522.29,Luxury
Dubai,Winter,14,Business,11020.3,Luxury,5821.88,693.2,Private Car,803.43,2,5828.38,780396.73,Luxury
,,7,,7002.4,,,1728.87,Public,665.85,8,,66974.21,Mid-range
Goa,Winter,3,Economy,7503.5,Premium,6409.29,948.16,Rideshare,338.7,4,10575.22,69357.04,Mid-range
London,Holiday,11,Premium Economy,7458.2,Standard,4776.16,1874.09,Taxi,1291.15,8,5306.16,300084.03,Luxury
Kuala Lumpur,Holiday,6,First,8394.2,Luxury,5783.64,1560.33,Private Car,252.44,6,5640.13,310920.64,Luxury
Bangkok,Off-Season,9,Business,824.0,Budget,7895.5,1754.18,Rideshare,620.22,10,18776.48,167513.88,Luxury
London,Holiday,13,Economy,9975.3,Budget,7011.09,649.98,Rideshare,626.36,6,2393.82,239498.1,Luxury
Dubai,Monsoon,16,Business,7441.6,Standard,3268.66,230.91,Public,1243.86,10,2252.39,193032.42,Luxury
Dubai,Peak,4,First,2380.9,Luxury,3288.68,1737.8,Rideshare,921.8,5,22837.09,475664.48,Luxury
London,Monsoon,15,Premium Economy,9883.1,Luxury,7563.07,210.53,Taxi,1226.6,2,1745.48,526816.42,Luxury
Bangkok,Monsoon,12,First,6087.3,Standard,1396.64,785.64,Public,606.92,9,7549.73,126912.69,Luxury
London,Off-Season,19,Business,2672.4,Standard,6581.67,704.71,Taxi,257.15,0,15355.52,460302.02,Luxury
Istanbul,Off-Season,11,Economy,7203.6,Premium,7844.05,457.05,Rideshare,1120.16,10,24074.85,133236.21,Luxury
Kuala Lumpur,Winter,8,Economy,1720.5,Standard,7913.49,990.45,Taxi,163.55,4,22731.94,101403.78,Luxury
Kuala Lumpur,Monsoon,6,Business,1043.1,Budget,5727.99,1728.0,Taxi,707.09,1,8460.58,54481.39,Mid-range
Kuala Lumpur,Winter,16,Economy,3489.2,Luxury,2922.85,472.26,Public,1002.91,3,5050.73,155789.9,Luxury
London,Holiday,2,First,2076.2,Standard,5651.91,544.21,Taxi,351.0,4,9176.08,171078.0,Luxury
London,Monsoon,12,Economy,4982.3,Budget,4392.71,1749.08,Public,1221.01,2,21777.64,141150.74,Luxury
,,4,,965.0,,,1304.27,Private Car,1090.11,9,,58886.58,Mid-range
London,Off-Season,20,Premium Economy,3293.1,Luxury,6437.76,1112.43,Public,174.93,11,14188.17,681102.44,Luxury
Bangkok,Winter,15,Premium Economy,3999.7,Premium,5742.97,747.28,Taxi,289.4,11,14928.7,245443.68,Luxury
Istanbul,Monsoon,8,First,6341.2,Premium,7917.36,1523.59,Private Car,262.78,10,13109.74,224117.53,Luxury
Bangkok,Winter,16,Business,9887.4,Premium,2877.82,1815.28,Taxi,406.76,2,20061.52,328265.89,Luxury
Dubai,Off-Season,19,Premium Economy,5796.9,Premium,1660.91,417.18,Taxi,744.45,4,163.61,131158.51,Luxury
Kuala Lumpur,Peak,18,Business,8864.0,Standard,2665.16,298.58,Taxi,866.47,2,16224.49,175499.61,Luxury
Istanbul,Peak,5,Premium Economy,10122.3,Luxury,2380.32,1469.25,Rideshare,206.06,2,3538.11,88789.04,Mid-range
Goa,Monsoon,8,First,1519.9,Luxury,4552.32,1864.93,Private Car,1423.34,5,19287.94,354004.08,Luxury
Dubai,Monsoon,7,Business,2394.5,Luxury,5773.55,405.01,Private Car,113.35,1,10592.24,220336.79,Luxury
Dubai,Off-Season,14,Premium Economy,11750.5,Luxury,4754.72,1632.45,Public,443.9,9,5884.91,420139.03,Luxury
Istanbul,Peak,3,Business,1091.8,Premium,7294.85,1040.14,Taxi,332.17,6,11949.23,107455.01,Luxury
Goa,Winter,17,Economy,10065.0,Budget,5098.36,390.31,Taxi,645.9,3,24274.48,154696.73,Luxury
London,Winter,9,First,1770.5,Budget,4910.94,1979.1,Private Car,502.11,3,19601.95,378057.19,Luxury
Istanbul,Monsoon,6,Business,9739.6,Luxury,7079.72,1699.36,Taxi,1405.05,10,23762.08,211770.51,Luxury
Bangkok,Off-Season,11,First,1774.3,Standard,3624.26,1734.64,Taxi,1284.97,9,23576.66,243491.65,Luxury
Bangkok,Holiday,8,First,2555.7,Luxury,4180.39,1702.74,Taxi,1063.29,5,19381.39,483821.91,Luxury
Goa,Holiday,12,Premium Economy,1852.6,Luxury,6610.29,1978.64,Public,306.79,3,11402.06,355724.49,Luxury
Dubai,Off-Season,17,First,3657.3,Luxury,5037.1,467.95,Private Car,721.08,6,21661.58,800000.0,Luxury
Dubai,Winter,3,Premium Economy,8326.0,Luxury,1598.25,1482.37,Public,797.7,9,537.05,148092.16,Luxury
,,15,,115.7,,,1828.18,Private Car,1068.34,7,,163389.17,Luxury
Goa,Winter,9,First,11115.5,Premium,3111.54,1265.43,Private Car,1160.38,5,4273.91,377823.16,Luxury
Istanbul,Holiday,5,Premium Economy,9843.6,Luxury,4363.24,1207.09,Taxi,531.75,2,22341.0,122087.34,Luxury
Dubai,Peak,8,Economy,11961.2,Standard,5790.7,1978.9,Taxi,1490.04,8,20480.96,213070.0,Luxury
Kuala Lumpur,Monsoon,3,First,7052.0,Budget,4496.5,1027.58,Private Car,56.7,9,14091.19,63122.86,Mid-range
Bangkok,Off-Season,5,Economy,6175.9,Luxury,2927.91,1989.01,Public,1339.67,7,22392.36,129063.58,Luxury
Kuala Lumpur,Peak,15,Premium Economy,4087.1,Premium,2041.29,320.29,Public,1072.42,3,10706.8,141561.18,Luxury
Bangkok,Monsoon,19,Premium Economy,3876.2,Luxury,5618.68,1175.69,Rideshare,1252.74,0,21248.99,314917.84,Luxury
Goa,Holiday,17,Premium Economy,6726.2,Luxury,5334.84,980.95,Private Car,1078.37,7,9773.57,427070.04,Luxury
Istanbul,Holiday,10,Economy,8889.2,Budget,3714.13,1016.72,Private Car,1189.02,9,24809.67,75143.67,Mid-range
London,Off-Season,16,Business,6280.8,Standard,5242.09,1157.11,Rideshare,118.52,5,5222.95,346818.41,Luxury
London,Monsoon,6,First,4051.9,Premium,5054.0,251.87,Public,465.9,9,664.03,265393.18,Luxury
Bangkok,Holiday,5,Premium Economy,1379.6,Luxury,5312.3,210.04,Public,1459.32,0,17231.72,149409.98,Luxury
Bangkok,Monsoon,4,First,940.3,Standard,4738.27,1931.06,Private Car,1191.78,10,11762.5,94011.6,Luxury
